id,title,genero,popularity
47122,We Were Dancing, Drama ,0.06
47139,The Secret of Dr. Kildare, Action   Comedy   Thriller ,1.04
47140,The Sky Dragon, Drama ,0.27
47143,The Man Without a Map, Drama ,0.43
47144,The Bride Goes Wild, Drama ,0.11
47149,PT 109, Crime   Drama   Thriller ,1.26
47150,Noah's Ark, Adventure   History   Romance ,5.06
47155,Noah's Ark, Thriller ,5.06
47156,The Lookout, Comedy   Crime   Mystery   Romance ,4.6
47158,The Lookout, Drama   Foreign ,4.6
47161,The Lookout, Drama ,4.6
47166,When A Stranger Calls Back, Animation ,1.22
47168,Mr. Magoo's Christmas Carol, Fantasy   Drama   Comedy   Family   Adventure ,0.97
47171,Ritual, Comedy   Drama ,2.22
47177,Master of the World, Horror   Action ,1.83
47182,Tooth Fairy 2, Animation   Family ,2.8
47184,In Name Only, Drama ,0.84
47186,Love's Kitchen, Drama ,2.4
47189,"Stay Away, Joe", Comedy   Romance   Foreign ,0.14
47190,They Call Me Renegade, History   Drama ,2.55
47194,The Diary of Anne Frank, Horror   Thriller ,2.92
47197,Wishcraft, Documentary   War ,0.62
47199,Knights, Drama   Thriller ,0.51
47200,The Chatterley Affair, Crime   Drama   Romance ,0.39
47201,Fanny Hill, Action   Thriller   Adventure ,0.97
47208,The Suspicions of Mr. Whicher: The Murder at Road Hill House, Drama ,1.1
47211,The Last Wagon, Crime   Drama ,1.21
47212,The Philly Kid, Romance   Crime   Drama ,1.77
47215,Ping Pong Summer, Drama ,4.57
47218,Sabretooth, Comedy   Romance ,0.71
47219,Pride and Prejudice, Thriller   Drama ,0.07
4722,Pride and Prejudice, Horror   Science Fiction   Thriller ,0.07
47226,Sometimes They Come Back... for More, Drama   Music ,1.93
4723,Kid Galahad, Comedy   Science Fiction   Thriller ,1.47
47231,The Captains, Drama ,9.58
47232,Homeboy, Comedy ,1.6
47234,Merlin's Apprentice, Fantasy   Drama   Science Fiction   Romance ,3.38
47237,Merlin's Apprentice, Drama   Comedy ,3.38
47238,The Siege of Firebase Gloria, Drama ,1.68
47239,The Siege of Firebase Gloria, Drama ,1.68
47240,The Bumblebee Flies Anyway, Crime   Mystery   Thriller ,1.72
47241,Oasis of the Zombies, Comedy ,1.05
47245,Oasis of the Zombies, Comedy ,1.05
47246,The Land Before Time VII: The Stone of Cold Fire, Documentary   Music ,3.99
47247,The Amazing Dr. Clitterhouse, Comedy ,1.25
47249,The Freebie, Drama   History ,0.59
47250,The Violent Kind, Crime   Drama ,1.46
47251,Ricky Gervais: Out of England - The Stand-Up Special, Drama ,1.05
47252,Man of the East, Comedy   Crime ,2.12
47256,Man of the East, Drama   Thriller   Crime ,2.12
47257,Man of the East, Animation ,2.12
47259,The Desperado Trail, Crime   Thriller ,1.98
47260,The Desperado Trail, Action   Drama   Thriller ,1.98
47261,The Desperado Trail, Thriller   Drama   Romance ,1.98
47263,Soccer Dog: The Movie, Comedy   Drama   Music ,0.11
4727,Ice Soldiers, Comedy ,5.11
47273,Maniac,  ,0.49
47278,Wild Cherry, Drama   Comedy ,5.69
4728,Wild Cherry, Comedy ,5.69
47282,The Key, Drama ,21.08
47288,The Roost, Animation   Drama   Family ,0.77
4729,Sonny Boy, Comedy ,0.99
47291,Vampires: The Turning, Comedy ,0.92
47292,Siren, Adventure   Animation   Family ,1.23
47295,The Land Before Time IX: Journey to the Big Water, Documentary   Music ,3.17
473,Love n' Dancing, Mystery   Drama   Thriller ,1.68
47302,Walking Tall: The Payback, Comedy   Drama ,1.03
47310,The Way West, Music   Animation   Fantasy ,2.17
47312,Shock, Crime ,1.5
47313,Mask Maker, Action   Drama ,0.73
47320,Thorne: Sleepyhead, Comedy   Drama   Romance ,1.61
47324,Thorne: Sleepyhead, Drama   Crime ,1.61
47325,Thorne: Sleepyhead, Drama   Foreign   Thriller ,1.61
47327,La Mission, Fantasy   Thriller   Action   Crime ,0.83
47329,Stir of Echoes: The Homecoming, Drama ,0.63
47330,Stir of Echoes: The Homecoming, Comedy ,0.63
47331,The Outrage, Crime   Drama   Horror   Mystery   Romance ,2.61
47333,The Canterville Ghost, Drama   Romance ,1.53
4734,Dirkie - Lost in the Desert, Drama ,0.42
47340,Somewhere in Sonora, Action   Drama   Horror   Science Fiction   Thriller ,0.3
47342,The Sellout, Science Fiction   Action   Adventure   Comedy ,0.45
47345,Let the Good Times Roll, Action   Adventure   Fantasy ,0.0
47350,The Vanishing American, Drama   Western ,0.26
47352,Mandela, Comedy   Romance ,1.18
47354,Mandela, Action   Comedy   Crime ,1.18
47359,TekWar: TekJustice, Drama   Romance ,0.32
47360,TekWar: TekJustice, Action   Adventure   Fantasy ,0.32
47363,Thunder Birds, Action   Adventure   Fantasy ,0.08
47364,Murder Is My Beat, Fantasy   Science Fiction ,0.16
47365,Sam Peckinpah's West: Legacy of a Hollywood Renegade, Drama   Family ,0.85
47367,The White Sister,  ,0.16
47369,The Naughty Flirt, Action   Thriller ,0.02
47370,The Law and Jake Wade, Drama   History   War ,5.11
47383,Without Men, Drama   Thriller   Foreign ,0.92
47386,Two Times Lotte, Horror   Thriller ,1.43
47397,The Land Before Time VIII: The Big Freeze, Drama ,4.05
47401,War of the Colossal Beast, Mystery ,0.22
47404,Who's Minding the Store?, Crime   Mystery   Drama ,1.93
47405,The Six Million Dollar Man, Comedy   Drama   Foreign   Romance ,1.42
47406,The Love Letter, Drama ,0.86
47407,The Land Before Time X: The Great Longneck Migration, Comedy ,4.21
47408,The Deadly Bees, Fantasy   Horror   Thriller ,0.69
47410,They Came from Beyond Space, Crime   Adventure   Thriller   Horror   Action ,1.28
47412,"Mumsy, Nanny, Sonny & Girly", Science Fiction   Thriller   TV Movie ,0.9
47413,Tales That Witness Madness, Drama   Science Fiction ,0.68
47423,Son of Dracula, Action   Comedy   Thriller   Crime ,0.42
47426,Son of Dracula, Documentary ,0.42
47430,Craze, Drama   History ,0.34
47432,The Ghoul, Drama   Romance ,1.15
47434,Dark Tower, Romance   Comedy ,0.88
47435,Holy Water, Drama   Foreign   War ,0.74
47437,Supernova, Family   Adventure   Fantasy ,6.42
47439,Supernova, Drama   Foreign ,6.42
47444,Kissin' Cousins,  ,2.38
47446,Student Services, Drama ,3.73
47447,JLA Adventures: Trapped in Time, Action   History ,4.22
47448,Joy Ride 3, Drama   Crime ,2.68
47449,Inside Out, Comedy ,2.26
47452,The Karate Dog, Drama   Romance   Foreign ,0.74
47453,The Karate Dog, Foreign   Horror ,0.74
47454,Since You've Been Gone,  ,0.75
47455,Peter and Vandy,  ,0.89
47459,Hercules and the Amazon Women, Drama ,1.7
47462,Hercules and the Amazon Women, Comedy ,1.7
47466,Howling VI: The Freaks, Animation ,2.61
47467,The Comedians, Crime   Action   Thriller ,2.86
4747,The Comedians, Drama   Foreign ,2.86
47473,Vi hade i alla fall tur med vädret, Romance   Drama ,1.13
47474,Tomorrow You're Gone, Thriller   Drama   Mystery ,3.22
47475,Wicked Blood, Comedy   Romance ,3.19
47477,Killer Pad, Action   Drama   Horror   Thriller ,4.37
47479,"What Did You Do in the War, Daddy?", Documentary   Music ,1.97
47481,Rachel and the Stranger, Drama   Romance ,0.4
47488,The Indian Fighter, Horror ,3.02
47489,"Little Fish, Strange Pond", Drama   Thriller   Crime ,1.51
47491,Trading Mom, Documentary   Drama ,1.36
47493,MVP 2: Most Vertical Primate, Drama   Thriller   History ,1.32
47496,MVP 2: Most Vertical Primate, Comedy ,1.32
47497,Air Bud: Seventh Inning Fetch, Romance   Comedy   Drama ,1.76
47499,Chestnut: Hero of Central Park, Drama ,7.82
475,Spymate, Crime   Drama ,0.54
47500,Air Buddies, Comedy   Romance ,7.78
47501,The Search for Santa Paws, Comedy ,3.05
47502,Spooky Buddies, Comedy   Crime   Drama ,7.34
47504,Spooky Buddies, Action   Drama ,7.34
47507,Treasure Buddies, Drama   Comedy   Romance   Foreign ,5.47
47508,Treasure Buddies, Comedy   Family   Fantasy ,5.47
47510,Santa Paws 2: The Santa Pups, Comedy ,2.58
47517,Super Buddies, Action   Crime   Drama   Thriller ,3.31
47518,Malicious, Horror ,0.61
47525,White Tiger, Drama   Romance ,0.99
47533,White Tiger, Mystery   Fantasy   Comedy   Adventure ,0.99
47535,Warlock III: The End of Innocence, Thriller   TV Movie   Drama ,1.92
47536,The Lost Tribe, Drama   Foreign   War   History ,1.39
47540,Jim Thorpe – All-American, Drama   Mystery   Romance ,0.77
47542,Guns for San Sebastian, Romance   Family   Animation   Drama ,1.58
47553,Guns for San Sebastian, Horror   Mystery   Romance   Science Fiction ,1.58
47554,Guns for San Sebastian, Drama   Thriller ,1.58
47555,Assault of the Party Nerds, Action   Drama   War ,0.2
47559,Assault of the Party Nerds 2, Romance   Drama ,0.01
47561,Popstar, Action   Adventure ,3.38
47562,Miracle Dogs Too, Drama ,0.21
47570,InSight, Drama ,1.32
47571,Imaginary Friend, Crime   Mystery   Thriller ,7.41
47574,In the Dark, Drama ,0.6
47576,Non-Stop, Drama ,1.74
47578,Expecting Amish, Horror   Drama   Action   Fantasy ,1.03
47582,Rough Riders, Drama   Foreign ,0.48
47585,The Devil's Brother, Drama ,0.59
47587,TekWar: TekLab, Thriller   Romance   Foreign ,0.44
47588,TekWar: TekLab, Drama   Foreign ,0.44
47590,TekWar: TekLords, Romance   Drama   Comedy ,0.11
47595,TekWar: TekLords, Drama   Romance ,0.11
47596,Musical Chairs, Comedy   Romance ,0.01
476,Night Song, Crime   Drama ,0.08
47605,John Loves Mary, Science Fiction ,0.29
47607,The Underneath, Romance   Comedy   Drama ,0.78
47608,The Deep Six, Drama   Family   Romance ,0.72
47610,The Delay, Crime   Drama ,0.29
47612,The Telegraph Trail, Comedy   Drama ,0.18
47614,No Orchids for Miss Blandish, Drama   Foreign   Romance ,0.15
47615,The Moonlighter, Fantasy   Horror ,0.99
47616,Nervous Ticks, Comedy   Romance   Drama ,0.93
4762,Man of the Moment, Comedy   Drama ,0.46
47620,Oliver Twist, Drama   Horror   Science Fiction ,0.61
47626,Oliver Twist, TV Movie   Animation   Fantasy ,0.61
47628,Pretty Devils, Action   Science Fiction   Thriller ,0.22
47631,The Underworld Story, Horror   Family   Comedy ,0.77
47638,Music for Millions, Adventure   Crime   Family   Drama ,0.58
47643,My Gal Sal, Drama   Fantasy   Romance ,0.14
47646,Wild Orchids, Romance   Drama ,0.42
47647,Movers & Shakers, Action   Comedy   Foreign ,0.09
47648,The Rainbow Tribe, Action   Comedy   Drama ,1.11
47650,The Rainbow Tribe, Comedy ,1.11
47653,Nancy Drew... Trouble Shooter, Comedy   Drama ,0.27
47655,Mosquita y Mari, Fantasy   Horror   Thriller ,0.79
47657,The Defector, Thriller   Drama   Mystery ,0.22
47658,The Defector, Documentary   Comedy ,0.22
47670,Graveyard Shift, Animation   Family ,0.51
47675,Jabberwock Dragon Siege, Drama   Comedy ,1.49
47676,Jabberwock Dragon Siege, Drama   Romance ,1.49
47680,Sunday Too Far Away,  ,0.0
47682,The Moon and Sixpence,  ,0.43
47683,Nana, Drama   Comedy ,0.41
47684,Heaven with a Gun, Documentary   Drama ,0.42
47686,Nancy Drew and the Hidden Staircase, Comedy ,0.15
47692,Stranded, Drama ,1.18
47694,Moscow Chill, Drama   Foreign   Romance ,0.56
47695,Nancy Drew: Detective, Drama ,0.15
47697,True Adolescents, Drama   Romance ,0.61
47699,The Captain Hates the Sea,  ,0.09
47703,The Little Rascals Save the Day, Fantasy   Comedy ,3.87
4771,"Love, Cheat & Steal", Crime   Drama   Mystery ,0.47
47713,Ticket Out, Comedy   Romance   Drama ,1.07
47714,Love Nest, Drama ,1.02
47715,Jigsaw, Drama   Comedy ,1.05
47717,Oliver Twist, Drama   Thriller ,1.31
47718,S*P*Y*S, Drama ,0.77
4772,Older Than America, Thriller   Comedy   Drama ,0.96
47721,Murders in the Rue Morgue, Drama ,0.72
47723,The Piano Player, Drama ,1.26
47724,The Piano Player, Drama   Romance ,1.26
47735,The Piano Player, Drama   Romance ,1.26
47736,The Piano Player, Drama ,1.26
47737,Miracle in the Rain, Action   Adventure   Drama   Thriller ,0.5
47739,The Man Who Came Back, Crime   Drama ,0.95
47745,More Than a Miracle, Crime ,0.38
47747,More Than a Miracle, Mystery   Animation ,0.38
47748,Waterborne, Documentary ,0.35
47753,Oblivion, Documentary ,0.5
47755,Mosquito Squadron, Documentary   Music ,1.43
47758,Mosquito Squadron, Comedy   Romance ,1.43
47759,Night of Dark Shadows, Animation ,0.39
47760,The Thirst, Drama   Romance ,0.25
47761,Mostly Ghostly, Action   Drama   Fantasy ,2.06
47762,Muscle Beach Party, Comedy ,4.27
47763,The Old Dark House, Horror ,0.74
47771,The Old Dark House, Documentary ,0.74
47774,Necrosis, Music ,1.98
47778,Hot Water, Romance ,0.71
47790,The Thirteen Assassins, Drama ,1.16
47792,Nemesis 4: Death Angel, Drama ,1.0
47794,Nemesis 3: Time Lapse, Crime   Drama   Mystery   Thriller ,0.78
47795,None But the Brave, Drama ,1.2
47796,None But the Brave, Drama ,1.2
47798,The 7 Adventures of Sinbad,  ,1.6
4780,My 5 Wives, Drama   Thriller   Mystery ,0.74
47802,My 5 Wives, Crime   Drama   Romance ,0.74
47808,My Brother the Pig, Action   Adventure   Drama   Romance ,0.87
4781,Napoleon, War   Drama ,0.86
47812,Napoleon, Comedy   Romance ,0.86
47813,Jack Frost, Documentary ,0.73
47816,Love Birds, Action   Comedy   Romance ,1.39
47817,Monster, Drama   War ,0.82
47818,The Road Killers, Drama   Romance ,1.08
47819,The Curse of the Mummy's Tomb, Comedy ,1.94
47821,Stick, Drama ,6.36
47825,Tic Tac, Action   Drama   Mystery   Thriller ,0.21
47831,The 39 Steps, Documentary ,1.45
47837,Kandahar, Romance   Drama ,1.01
47841,The Duchess and the Dirtwater Fox, Drama   Foreign   Romance ,1.37
47845,Skyjacked, Comedy ,2.7
47848,The Millionairess, Drama ,3.0
47850,Legacy, Foreign   Drama ,4.87
47851,Legacy, Drama   Romance ,4.87
47854,The New Centurions, Drama   Action   History   Thriller ,1.77
47855,Sands Of Oblivion, Drama   Fantasy   Romance ,4.08
4786,Tempted, Comedy   Drama ,1.0
47860,Piranha, Comedy ,1.04
47863,Just 4 Kicks, Comedy   Music ,0.72
47866,Intermedio, Drama   Romance ,0.74
47867,The Last Flight, Drama   Family   Fantasy ,0.21
47868,Space Chimps 2: Zartog Strikes Back, Science Fiction ,1.59
47869,Pack Up Your Troubles, Mystery   Drama   Thriller ,1.09
4787,The Tooth Fairy, Crime   Drama   Thriller ,0.74
47870,"If It's Tuesday, This Must Be Belgium", Comedy   Drama ,6.32
47871,The Bad Mother's Handbook, Action   Comedy ,0.31
47874,Starlift, Comedy   Drama   Romance ,0.53
47876,Too Young To Kiss, Comedy   Drama   Family   Romance ,0.36
47878,The Firefly, Comedy ,0.21
47880,Naked Violence, Comedy   Drama ,1.08
47881,The Italian Connection, Comedy   Drama   Family ,1.94
47882,The Italian Connection, Comedy   Crime   Mystery ,1.94
47883,Seduction, Comedy   Mystery ,1.81
47884,Loaded Guns, Comedy   Mystery ,0.08
47886,Kidnap Syndicate, Horror   Mystery ,0.13
47888,Rulers of the City, Drama   Mystery   Romance   Thriller ,0.25
47889,Rulers of the City, Drama   Romance ,0.25
4789,To Be Twenty, Drama ,1.74
47890,Torrente 4: Lethal crisis, Adventure   Mystery   Thriller ,2.26
47891,Torrente 5: Operación Eurovegas, Crime   Horror   Mystery   Thriller ,4.21
47892,I Want You, Horror   Mystery   Science Fiction ,7.79
47893,Mad Max: Fury Road, Comedy   Romance ,29.36
47898,Mad Max: Fury Road, Comedy   Thriller   Mystery ,29.36
479,Insidious: Chapter 3, Action   Adventure   Crime   Thriller ,10.1
4790,Insidious: Chapter 3, Thriller ,10.1
47900,Star Wars: The Force Awakens, War   Comedy   Drama   Fantasy ,31.63
47901,Ben-Hur, Comedy   Romance ,11.51
47902,Warcraft, Crime   Drama   Mystery   Thriller ,12.57
47904,Warcraft, Action   Drama   History   War ,12.57
47906,Warcraft, Drama ,12.57
47907,Warcraft, Comedy   Drama ,12.57
47908,Avengers: Age of Ultron, Drama ,37.38
47909,Avatar 2, Drama ,6.02
47911,Pirates of the Caribbean: Dead Men Tell No Tales, Comedy   Music ,133.83
47912,Justice League, Documentary ,25.94
47913,Ant-Man, Western   Drama ,26.88
47914,Fantastic Four, Horror   Western ,17.25
47920,Deadpool, Drama   Romance ,187.86
47921,Thor: Ragnarok, Drama   Romance ,57.28
47924,Guardians of the Galaxy Vol. 2, Comedy   Documentary ,185.33
47925,Captain America: Civil War, Drama ,145.88
47931,Doctor Strange, Drama   Action   Crime ,43.85
47933,X-Men: Apocalypse, Action   Adventure   Science Fiction ,28.71
47934,Manolito Four Eyes,  ,0.65
47939,El robobo de la jojoya, Drama   Fantasy ,0.48
47940,Elsa & Fred, Drama   Foreign ,3.66
47941,Soccer Days, Comedy ,1.21
47942,Too Late Blues, Action   Adventure   Drama   Thriller ,3.83
47943,Melbourne, Comedy ,0.73
47944,Clear History, Drama   Mystery ,7.86
47945,The Identical, Action   Drama   Romance   Science Fiction   TV Movie ,1.72
47946,The Trans-Atlantic Mystery, Music   Drama ,0.01
47947,The Gamers: Hands of Fate, Comedy ,0.45
47951,Love at First Fight, Adventure   Drama   Family ,8.57
47952,Mare Nostrum, Comedy   Drama   Foreign   War ,0.28
47953,Skylark, Drama   History ,0.56
47955,Scorpio One, Horror   Drama   Thriller ,0.48
47956,The Gambler Returns: The Luck Of The Draw, Action   Adventure   Drama ,0.38
47957,The Affairs of Annabel, Thriller   Horror ,0.86
47959,Montana Belle, Romance   Drama ,0.26
47962,The Clown, Adventure   Drama ,0.1
47963,In the Blood, Drama ,0.04
47964,Lizzie, Action   Thriller ,0.73
47971,Magic Boy, Action   Adventure   Crime ,0.16
47975,Someone to Love, Documentary ,0.87
47979,The Savage Seven, Drama ,0.37
4798,One More Time, Science Fiction   Drama ,0.28
47980,I Don't Buy Kisses Anymore, Drama   Music ,0.15
47985,Night Unto Night, Crime   Drama ,0.42
47993,Heidi, Comedy ,0.73
480,Sidewalks of New York, Comedy   Drama   Romance ,0.0
48000,Mary Stevens M.D.,  ,0.31
48003,The Prize, Drama ,0.18
48008,The Prize, Drama ,0.18
48009,The Prize, Drama   Adventure ,0.18
48011,The Prize, Documentary   Music ,0.18
48014,Man Made Monster, Horror ,0.15
48015,Horror Island, Horror   Action ,1.22
48016,Sealed Lips, Horror ,0.37
48034,Aces Go Places V: The Terracotta Hit, Comedy   Drama ,0.85
48035,Pagan Love Song, Drama ,0.52
48038,The Golden Age of Comedy, Action   Horror   Science Fiction ,0.04
4806,Stalingrad, Comedy   Romance ,1.2
4808,The Tsunami and the Cherry Blossom, Comedy   Mystery   Romance   Thriller ,0.08
4809,"Goodbye, Mr. President", Comedy   Drama ,0.0
481,Sankofa, Drama ,0.05
48109,Sankofa, Drama ,0.05
48110,Sankofa, Drama ,0.05
48116,Sankofa, Drama ,0.05
48118,Sankofa, Drama   Thriller ,0.05
48119,Teza, Drama ,0.66
48121,Teza, Documentary ,0.66
48122,Teza, Comedy ,0.66
48125,Red Dust, Comedy ,0.62
48127,Red Dust, Action   Adventure   Drama ,0.62
48128,Talk About a Stranger, Science Fiction   Comedy ,0.1
48129,Right Cross, Action   Thriller   Drama ,0.06
48130,Heidi, Comedy   Drama   Romance ,0.98
48131,The Miracle Worker, Horror   Drama ,2.19
48132,Return of Sabata, Comedy ,1.33
48133,Return of Sabata, War ,1.33
48135,Return of Sabata, Comedy ,1.33
48136,Return of Sabata, Mystery   Horror ,1.33
48138,The McKenzie Break, Action   Mystery   Thriller ,1.56
48139,Mercy, Drama   Romance ,1.11
48144,Happily N'Ever After 2,  ,3.34
48145,Happily N'Ever After 2, Drama   Comedy   Fantasy ,3.34
48149,Left for Dead, Romance   Drama ,0.55
48150,Left for Dead, Drama   Romance ,0.55
48153,Hotel, Crime   Thriller ,0.58
48155,Hotel, Drama ,0.58
48156,The Hearse, Crime ,1.36
4816,Voyage of the Unicorn, Crime   Drama ,3.04
48161,Voyage of the Unicorn, Action   Crime ,3.04
48169,The Geisha Boy, Action   Comedy   Western ,1.77
48171,The Phantom of the Opera, Drama   Thriller   Horror ,0.44
48180,The Phantom of the Opera, Adventure   Fantasy   Action   Science Fiction   Foreign ,0.44
48186,The Phantom of the Opera, Family   Fantasy   Horror   TV Movie ,0.44
48193,The Phantom of the Opera, Adventure   Action   Fantasy ,0.44
48197,P.U.N.K.S, Horror   Mystery   Thriller   Crime ,1.14
48199,When a Man Falls, Drama   Foreign   Horror ,0.64
482,Springfield Rifle, Adventure   Action   Thriller   Crime ,0.89
4820,Why Be Good?, Action   Drama   War ,0.37
48202,The Expedition to the End of the World, Comedy   Horror ,0.14
48203,Jealousy, Drama   History   War ,1.45
48204,Jealousy, Drama   Romance ,1.45
48205,The Radio Burglary, History   Drama ,0.05
48207,A Dangerous Place, Comedy   Drama   Romance ,0.6
48209,Magic Kid, Fantasy   Drama ,0.7
48210,The Hoodlum Priest, Drama ,0.14
48211,The Divine Woman, Crime   Drama   History ,0.15
48213,The Gangster, Drama ,0.55
48214,Russkies, Comedy ,1.18
48215,Hercules and the Lost Kingdom, Animation   Action ,0.77
48216,Hercules and the Lost Kingdom, Drama   Comedy ,0.77
48217,Rites of Passage, Romance   Drama ,1.89
4822,The Suspect, Adventure   Fantasy   Romance ,7.13
48227,Mongolian Death Worm, Documentary ,0.6
4823,Winter Break, Drama   Thriller   Romance ,1.62
48231,The Facility, Drama   Thriller ,3.5
48232,Shredderman Rules, Comedy   Family   Thriller ,1.98
48233,Man on Fire, Drama ,1.76
4824,Man on Fire, Action   Thriller   Adventure   Crime ,1.76
48242,Piranha Hunt, Adventure   Fantasy   Action   Science Fiction   Foreign ,0.78
48243,Ironclad 2: Battle for Blood, Thriller   War ,1.0
48249,Ironclad 2: Battle for Blood, Comedy   Drama   Romance ,1.0
4825,Voices, Comedy   Music   Romance ,1.24
48250,The Land Before Time XI: Invasion of the Tinysauruses, Comedy ,4.4
48254,See Girl Run, Comedy   Drama ,0.9
48259,Ritual, Drama   Family ,2.47
48260,Head Office, Crime   Drama   Romance   Thriller ,0.65
48263,Jim Jefferies: I Swear to God, Comedy   Romance ,1.02
48266,Social Nightmare, Drama ,2.12
48267,Once Fallen, Action   Drama ,6.13
48268,The Magic Box,  ,0.4
48273,The Adventures of Tartu, Comedy   Animation ,1.15
48281,Knight Without Armour, Comedy   Romance   Drama   Fantasy   TV Movie ,0.22
48287,Suddenly, Comedy   Drama   Family ,0.78
48288,Winning Streak, Documentary ,2.77
48289,The Flesh and the Fiends, Drama   Thriller ,3.37
48297,The Lion Has Wings, Action ,0.05
483,Sanders of the River, Comedy   Crime   Thriller ,0.1
48300,The Macomber Affair, Action ,0.44
48301,A Woman's Vengeance, Action ,0.06
48303,"Cry, the Beloved Country", Drama   Romance ,0.69
48309,Address Unknown, Crime   Drama   Horror   Thriller ,0.4
48311,The Great Man, Horror   Science Fiction ,0.08
48313,I Accuse!, Thriller ,0.92
48315,State Fair, Science Fiction ,0.24
48318,Kill Katie Malone, Drama ,2.37
48319,The First of the Few, Comedy   Drama   Thriller ,0.9
4832,The Sacketts, Documentary ,0.34
48329,Rio Conchos, Fantasy   Documentary   Animation   Drama ,1.84
48333,Hercules and the Circle of Fire, Action   Horror   Science Fiction ,1.13
48336,Hercules and the Circle of Fire, Action   Drama   Comedy   Documentary ,1.13
48339,June Bride, Drama ,0.64
48340,Without Reservations, Action   Thriller ,0.76
48341,Katherine, Drama ,0.23
48345,Roswell, Comedy ,1.24
48346,The Ballad of Lucy Whipple,  ,1.34
48347,Taken, Animation   Comedy   Foreign ,10.63
48350,They Fought for Their Motherland, Horror   Foreign ,0.95
48358,Welcome to Hard Times, TV Movie   Fantasy   Drama   Family ,0.74
4836,The Lost Continent, Drama   Thriller   Crime ,0.72
48364,The Incredible 2-Headed Transplant, Action   Drama   Thriller ,0.7
48365,Scrooge, Comedy ,0.34
48369,Knife Fight, Romance   Drama ,0.18
4837,Suddenly, Drama   Comedy   Romance ,2.6
48373,Suddenly, Drama   Music   Romance ,2.6
48374,Tornado!, Horror ,1.43
48375,The Opposite Sex, Comedy   Documentary ,0.49
48376,Mischief Night, Comedy   Documentary ,5.27
48382,Saratoga,  ,0.25
48385,Legendary: Tomb of the Dragon, Crime   Horror   Science Fiction ,6.55
4839,Legendary: Tomb of the Dragon, Drama   Romance ,6.55
48392,Red Riding Hood, Comedy ,1.59
48393,Hitler: The Last Ten Days, Horror   Thriller ,0.95
48395,Hitler: The Last Ten Days, Fantasy ,0.95
48397,The Man from the Alamo, Science Fiction   Horror   Thriller   Mystery ,1.23
48405,Lucrezia Borgia, Animation   Science Fiction ,0.14
48406,I Accuse, Drama   Romance ,0.23
48407,Tower of Nesle, Drama   Crime ,0.81
48408,Heatseeker, Comedy   Western ,1.04
48409,Lovers Like Us, Action   Adventure   Thriller   Western ,0.93
48411,Lovers Like Us, Action   Comedy   Drama   Romance ,0.93
48412,The Unholy, War ,0.95
48414,Invitation to a Gunfighter, Documentary   Drama   Family ,1.23
48415,The Hornet's Nest, Comedy ,1.59
48417,The Hornet's Nest, Thriller   Drama   Action ,1.59
48419,Jimmy the Gent, Documentary ,0.18
48426,Rain Fall, Comedy   Romance   Drama ,1.47
48431,My Way, Thriller ,7.85
48443,Sisters,  ,1.24
48448,Sisters, Drama ,1.24
48449,Sisters, Foreign   Family   Comedy   Adventure   Drama ,1.24
48451,Cat's Play, Comedy   Foreign   Romance ,0.0
48453,The House Under the Rocks, Drama   Comedy   Thriller   Foreign ,0.15
48457,Struggle in the Valley, Drama   War ,0.35
48458,Two Smart People, Documentary   Foreign ,0.49
48463,The Command, Adventure   Comedy   Horror ,0.55
48464,Mockery, Drama   Adventure ,0.04
48466,The Inspector, Animation   Comedy ,0.29
48471,Hotel California, Documentary   Family ,0.04
48481,Project Shadowchaser II, Action   Science Fiction ,2.33
48482,Project Shadowchaser II, Crime   Drama   Romance   Thriller ,2.33
48486,Nine Hours to Rama, Animation ,0.57
48488,Nine Hours to Rama, Animation   Action   Comedy   Fantasy   Science Fiction ,0.57
48489,Lotte from Gadgetville, Action   Drama   Romance   Thriller ,0.27
48490,Man-Proof, Science Fiction   Thriller   Action ,0.53
48492,Tales from Muppetland: The Frog Prince, Action   Adventure   Drama   Mystery ,0.37
48495,Man of the Moment, Comedy   Drama   Romance ,0.94
48496,Orion's Key,  ,0.21
48502,Nowhere to Go, Foreign   Drama ,0.74
48504,Private Detective 62, Animation   Comedy ,0.5
48508,Newlyweeds, Drama ,0.54
48515,Return to Nim's Island, Crime   Drama   Foreign ,3.1
48522,Return to Nim's Island, Animation ,3.1
48524,The Last Gangster, Drama   Comedy   Romance ,0.81
48561,Meskada, Drama   Music ,0.78
48564,Curtain Call, Action   Western ,0.79
48567,Three Guys Named Mike, Animation   Family   Comedy ,0.59
4857,Wreckage, Crime   Action   Adventure ,1.22
48572,Monster Island, Horror   Action   Thriller ,0.23
48573,Monster Island, Drama   Foreign ,0.23
4858,Wuthering Heights, Science Fiction   Thriller ,0.54
48580,Certain Fury, Drama   War ,0.61
48584,Talking to Heaven, Science Fiction   Horror ,1.7
48585,Girl Fight, Animation   Horror   Action   Comedy ,0.59
48587,Girl Fight, Thriller   Horror ,0.59
48591,Roma, Comedy ,0.42
48594,Roma, Thriller   Drama   Horror   Mystery ,0.42
48596,The Last House in the Woods, Drama   Foreign ,0.75
48598,Out of Bounds, Comedy   Drama   Romance ,0.78
48599,The Derby Stallion, Music   Documentary ,1.5
48601,Jewtopia, Drama   Romance ,3.74
48609,His and Hers, Comedy ,0.28
48612,Light in the Piazza, Drama   Romance ,0.69
48613,Light in the Piazza, Horror ,0.69
