id,title,name_companies,revenue
47964,A Good Day to Die Hard,MFPV Film,304654182
107811,21 & Over,Daniel Bobker Productions,48065672
36079,Tale of Tales,Brick Dust Productions LLC,0
85545,Elles,REN-Mar Studios,911466
288430,In the Edges: The 'Grizzly Man' Session,Prospect Pictures,0
160220,Bronies: The Extremely Unexpected Adult Fans of My Little Pony,Discovery Docs,0
46226,The Goddess of 1967,Nick Stagliano,0
126122,The Mind Reader,Creature Features Productions LLC,0
163845,To.get.her,USA Cable Network,0
68179,Escape from Planet Earth,Attila Productions,74597643
161187,Saving Lincoln,Michael R. Joyce Productions,0
44220,Patton Oswalt: No Reason to Complain,Oceania Produzioni Internazionali Cinematografiche,0
359353,The Scarecrow,rusty bear entertainment,0
311998,Film Noir: Bringing Darkness to Light,lucky crow films,0
134215,Heroine,Robert Laffont Productions,0
36096,Lucifer Rising,Passion Pictures,0
134411,Snitch,Huit et Demi Productions,42930462
257716,Black and White,Zeal S.r.l.,0
37984,Eye in the Sky,Halas and Batchelor Cartoon Films,0
50275,The Pirate Bay: Away From Keyboard,Winterfilm Collective,34664
205864,The Eternal Return of Antonis Paraskevas,Vietnam Veterans Against the War,0
70546,Living in Emergency: Stories of Doctors Without Borders,Winterfilm Inc.,0
73293,Empty Nest,Trans World Entertainment,0
133783,Marie Kroyer,Making Movies,0
14591,911 in Plane Site,ITC Films,0
236035,Gunfighter's Moon,SLB Films Pvt. Ltd.,0
128682,A Movie,Applause Bhansali Productions,0
56508,Fantômas: In the Shadow of the Guillotine,Applause Entertainment Ltd.,0
90228,Yoyo,Scary Movies LLC,0
143796,As Long as You've Got Your Health,Toolbox Murders Inc.,0
81005,Jack the Giant Slayer,Toolbox Films,197687603
86244,Verboten!,Dry County Films,0
129112,Wadjda,Red Chillies Entertainment,1347747
59255,The Unintentional Kidnapping of Mrs. Elfriede Ott,Eros International,0
148820,Land of Milk and Honey,Filmfonds Wien,0
159412,The Thick-Walled Room,ORF Film/Fernseh-Abkommen,0
143946,I Will Buy You,Österreichisches Filminstitut,0
44158,This Movie Is Broken,Xaloc,0
133183,The Child,Creativos Asociados de Radio y Televisión (CARTEL),0
180016,First Person Plural,Bavaria Entertainment,0
160324,"Hello, Friend",Scanbox,0
88812,The Hucksters,The Weinstein Company,0
4868,Genghis Khan,Reforma Films,0
51853,Accomplices,Banner Productions,0
80890,The Great Gatsby,Teodora Film,0
190167,9500 Liberty,La Pasionaria S.r.l.,0
440145,Pablo's Hippos,Cineblue Internationale Filmproduktionsgesellschaft,0
89185,Radio Rebel,City Productions,0
117978,In Their Skin,Thats Hollywood,0
150117,I Give It a Year,Green Diamond Entertainment,28234657
124459,The Incredible Burt Wonderstone,Ten Deeds,27437881
122081,Spring Breakers,Bill Civitella/Todd Zeile Production,31724284
80437,The Finger,Blue Sky Films,0
158238,Stolen Seas,Sea Side Films Florida Inc.,0
84173,The Atomic States Of America,UIP,0
123964,Miss Blue Jeans,MacDonald/Parkes Productions,0
152992,The Wayward Bus,Ascendant Pictures,0
156268,InAPPropriate Comedy,Entertainment Manufacturing Company,228
109425,Blood Games,Copag V,0
107250,The Wandering Soul Murders,Collision Entertainment,0
68047,Los Marziano,Big Beach Films,0
84316,My Brother the Devil,Telegraph Films,0
94551,The Christine Jorgensen Story,Andrew Lauren Productions (ALP),0
119001,The Big Circus,Euro American Films S.A.,0
43550,My Last Five Girlfriends,Marianna Films,0
20016,Trailer Park of Terror,20th Century Fox Television,0
55861,The Task,Fuzzy Door Productions,0
46972,Big Girls Don't Cry... They Get Even,Velvet Film,0
128748,Curse of the Blair Witch,CINEFACTO,0
109416,30 Beats,Productions Sigma,0
45562,An Ungentlemanly Act,Joe Rock Productions,0
173153,Phil Spector,Tritone Cinematografica,0
51249,Alabama Moon,Atlántida Films,0
72710,The Host,Bizarre Productions,63327201
70736,A Bird of the Air,Reaper Productions,0
65650,The Good Doctor,Doom Productions,5206
77880,The Whale,Distant Planet Productions,0
20989,18 Fingers of Death!,Domino 17521,0
142989,A Get2Gether,L.I.F.T. Production,0
219302,A Man Called Gannon,Eden Rock Media,0
116466,The Flat,Colossal Pictures,0
23790,Magadheera,MTV Productions,0
34601,Three Way,A.J. Films,0
75720,One Life,Unfinished Films,0
148034,The Elusive Summer of '68,Tartan Works Ltd.,0
68727,Trance,Laika Entertainment,24261569
102524,The Machine That Kills Bad People,Odd Lot Entertainment,0
58483,A Family,Runteam III Ltd.,0
40798,Americano,Cooper's Town Productions,0
85449,Skylab,Eagle Vision Inc.,0
158231,Putzel,Manitoba Film and Video Production Tax Credit,0
64875,The Fighting Prince of Donegal,Infinity Media,0
44895,Poor White Trash,A-Line Pictures,1404
412109,The King of Texas,Robert M. Weitman Productions,0
152938,National Geographic: Hitler's Stealth Fighter,Square Enix,0
171337,Siberian Education,Ex Nihilo,0
59963,Dark Tide,Ateliers de Baere,432274
198001,Bernice Bobs Her Hair,Blue Light,0
109410,42,Filmocom,95020213
62325,Bhutto,Media Pro Pictures,0
76809,Black Rose Ascension,Redbus Pictures,0
24527,Undefeatable,Madhouse Productions,0
103707,Afghan Luke,Boram Entertainment Inc.,0
149469,Carne de gallina,Mandarin Films Distribution Co.,0
110420,Wolf Children,Beijing Ciwen Digital Oriental Film & TV Production Co.,0
50221,Mugabe and the White African,City Glory Pictures Ltd.,4542
43023,Konga,Extension 765,0
63686,Thor: Tales of Asgard,Union Station Media,3100000
78432,Before Your Eyes,Icelandic Film Corporation,0
71508,The Taming of the Shrew,Milkshake Films,0
29886,The Bride Came C.O.D.,Hargitay & Hargitay Pictures in Motion,0
31664,Mexican Hayride,Charlie Guidance,0
169934,Iron Man: Rise of Technovore,Flux Films,0
15257,Hulk vs. Wolverine,High Line Productions,0
30675,Planet Hulk,Tiny Dancer Films,7000000
137563,A Band Called Death,Filmquadrat,125
76589,Justice League: Doom,Turbo Productions,0
229768,Living on One Dollar,Celluloid Dreams,0
50787,Going to Pieces: The Rise and Fall of the Slasher Film,Reverse Angle International,0
24133,One-Eyed Monster,Océanic Films,0
36549,Yesterday Was a Lie,ZDF/Arte,0
109414,This Is the End,Reverse Angle Pictures (II),126041322
68721,Iron Man 3,EuroArts Medien AG,1215439994
18089,Miss Austen Regrets,Network Movie Film-und Fernsehproduktion,0
19688,Middle of Nowhere,Deuce Three Productions,0
36229,3° kälter,Film i Skåne,0
77234,The Numbers Station,Omega Film & Television,0
56584,"The Late, Great Planet Earth",Anchor Bay Entertainment,0
57849,Casanova's Big Night,Chartwell,0
20181,Tunnel Rats,Francoise,0
82662,L'industriale,Sony Pictures International,0
109669,The Tenth Man,Celador Films,0
52225,Majesty,Dansk Skalle HB,0
70057,Dragon,Energia Productions,0
159011,Manhunt: The Inside Story of the Hunt for Bin Laden,River Road Entertainment,0
110272,Cheerful Weather for the Wedding,Alberta Film Entertainment,0
56763,The South Shaolin Master,KMP Film Invest,0
101501,The Afflicted,Participant Media,175742
165739,Pawn,Nick Wechsler Productions,0
106849,Henry IV Part 1,Participant Productions,0
127728,8:46,Tohokushinsha,0
45736,Shaolin Temple,Taurus Produktion,0
149961,The Sentimental Swordsman,Boyana Film,0
64988,Descendant of the Sun,Cinemaundici,0
68761,A Brooklyn State of Mind,Ministero per i Beni e le Attività Culturali (MiBAC),0
94901,About Cherry,Autonomous,3003
77439,Where The Road Meets The Sun,Surefire Film Productions,0
19568,Airspeed,Pictures in Paradise,0
109962,Rich and Famous,Pacific Film and Television Commission,0
191024,The Arrested Development Documentary Project,Film Consortium,0
72525,Syrup,Hodcarrier Films,0
124085,Hyenas,Shopgirl,0
128847,Lesson Plan,Kids in America LLC,0
31560,A Blueprint for Murder,International West Pictures (IWP),0
137474,An Affair of the Heart,Talent Network Media GmbH,0
84391,My Sucky Teen Romance,Coproducción Alemania-USA,0
54138,Star Trek Into Darkness,Lookalike Productions LLC,467365246
60270,Wish You Were Here,Open Doors Films,0
235373,The Flaying,Saw 2 Productions,0
42601,Zatôichi Meets Yojimbo,Prime Film Productions LLC,0
21862,Deep in the Valley,Younger Than You,0
39333,180° South: Conquerors of the Useless,Aetos Produzioni Cinematografiche,0
41738,After Alice,Porchlight Films,0
97686,The Jeffrey Dahmer Files,Mullis Capital Independent,0
168676,Company of Heroes,Screen Plays,0
64143,Three Smart Girls Grow Up,Les Films ABC,0
133082,The Dead Man and Being Happy,Rasta Film,0
44357,Seasons of the Year,Kairos,0
95771,Bush Mama,Isabella Films BV,0
70757,Alive and Ticking,Invicta Capital,0
94841,Cell Count,Edith Film Oy,0
130824,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,Manderlay,0
39193,Firecracker,Enchantment Films Inc.,0
86843,With Great Power: The Stan Lee Story,Cine Pantera,0
123103,Aftershock,Lul%C3%BA,58510
166666,3096 Days,Titan Talent & Entertainment,0
109455,Little Girl,Comenius-Film GmbH,0
84302,The Last Elvis,Lewis Motion Picture Enterprisee,0
49343,Dream Demon,Revolver Pictures Co.,0
185291,Act One,Toff Guy Films,0
75656,Now You See Me,Takeuchi Entertainment,117698894
77805,Lovelace,Furst Films,1585582
54894,Modify,Neal Street Productions,0
22911,War Made Easy: How Presidents & Pundits Keep Spinning Us to Death,Motion Picture KAPPA Produktionsgesellschaft,0
194121,Dark Circles,Canadian Film Centre (CFC),0
184125,Assault on Wall Street,Step-Films Inc.,0
118737,Interview with a Hitman,"Feature Film Project, The",0
124227,Attack on the Iron Coast,Warp Films,0
387042,Dances Sacred and Profane,The Bureau,0
92620,The Color of Friendship,Filmar Compagnia Cinematografica,0
116811,Berberian Sound Studio,Towers of London,0
101998,Foxfire,Hotspur Film Productions Ltd.,0
34977,Penthouse,Planet Film Productions,0
111083,The Body,A.C. Lyles Productions,0
105526,Any Day Now,Finnkino Oy,0
56500,They Call Us Misfits,Esselte Video,0
53392,His New Profession,Asya Film,0
85047,"London, Paris, New York",Cent Productions Inc.,0
121873,Hannah Arendt,Cinezeta,717205
121446,Birders: The Central Park Effect,Inferno Distribution,0
233805,Bakhita,Just Friends Productions,0
121677,The Reluctant Fundamentalist,FilmWorks,519535
174188,Rapture-Palooza,4M,0
97562,100 years of evil,MID Foundation,0
25111,Far Out Man,Patalex V Productions Limited,0
194099,Out Late,Filmstiftung NRW,0
192538,Hammer of the Gods,Blue & Grey Film Ventures,641
104739,From the East,Nu Image Entertainment GmbH,0
167494,"Reason, Debate and a Story",Emmett Furla Oasis Films (EFO Films),0
35862,Wedding Trough,Gun for Hire Films,0
68556,Days of Grace,403 Productions,0
84198,A Place at the Table,True Crime Channel,0
103620,Maniac,Northmen Productions,31081
68726,Pacific Rim,Patalex IV Productions Limited,407602906
118998,Ada,Tree Line Films,0
72190,World War Z,Catfish Productions,531865000
39982,Just Before Dawn,Doria,0
31221,Dragon Hunter,Michael De Luca Productions,0
58293,The Anniversary,Government of Canada - Canadian Film or Video Production Tax Credit Program,0
262528,The Purple Gang,Québec Crédit d'Impôt Cinéma et Télévison,0
137037,The Death of Maria Malibran,Plum Pictures,0
126277,American Mary,Black Gold Films (II),0
42527,The Projectionist,O.N.C. Entertainment,0
153420,Love Ghost,Sony Pictures Entertainment (SPE),0
83342,Blutzbrüdaz,Time Productions,0
119916,The Tempest,Richmond Productions,0
31460,Life Without Dick,Radnitz/Mattel Productions,0
151085,Hypocrites,Producciones Barbachano Ponce,0
120892,"Ah, Wilderness!",Eve Productions,0
77449,Epitaph,Twopoundbad,0
109099,Passion,Rebel Park Pictures,0
38429,Alive Day Memories: Home from Iraq,Augustus Film,0
82447,The Stig-Helmer Story,Lumer Films,0
155055,The Ice House,Hazazah Film,0
159117,V/H/S/2,Razor Film Produktion GmbH,21833
119844,Macbeth,Medienboard Berlin-Brandenburg,0
26018,Food Matters,Big Primate Pictures,0
127846,A Hijacking,Mifune Productions Co. Ltd.,0
179270,Tell Me and I Will Forget,Fennada-Film,0
45875,Trilogy of Terror II,Mehboob Productions,0
157115,Jug Face,Pioneer Films,0
199327,Gagarin: First in Space,Companhia Cinematográfica Serrador,0
126523,Taming of the Fire,Coline,0
205321,Sharknado,Carnaval Unifilm,0
61330,Please Remove Your Shoes,Hibiscus Films,0
178946,Craig Ferguson: I'm Here to Help,Brave New Films,0
60824,Lune Froide,Andrew Stevens Entertainment,0
5898,Brain Dead,Sanford,0
247749,Apple in the River,Totsu,0
64519,Making a Killing: The Untold Story of Psychotropic Drugging,Boogui Cinema,0
101609,Pax Americana and the Weaponization of Space,Saerom Entertainment,0
149085,Tai Chi Hero,The Javelina Film Company,0
199420,Pawn Shop Chronicles,Göta Film,0
77663,Killing Season,MTV Produktion,39881
100287,My Avatar and Me,Aura Films,0
77173,The Blood Beast Terror,Naya Films SA,0
119928,Othello,Productores Asociados SA,0
138843,The Conjuring,Meadway-Claude Productions Company,318000141
28698,Everything,Sancrosiap,0
54320,Love,Divina-Film,0
209204,The Cheshire Murders,Gaumont Columbia Tristar Films,0
76170,The Wolverine,21 Laps Entertainment,415440673
191231,Sol,Dozen Canada Productions,0
81581,Make Believe,JC 23 Entertainment,0
75878,Sacrificio: Who Betrayed Che Guevara,The Mark Gordon Company,0
47089,The Middle of the World,Power,0
159138,The Crash Reel,Gondola Pictures,0
159092,Hell Baby,Shanghai Film Group,0
59558,Miami Connection,Big Screen Entertainment Group,0
177221,The Battery,Palisades Pictures,0
19593,The Death of the Incredible Hulk,Double Down Entertainment,0
120393,To Get to Heaven First You Have to Die,"Zespół Filmowy ""X""",0
58291,The Battle for Marjah,Carlton Television,0
125164,Rafa,High Bar Productions,0
17275,The All Together,First Foot Films,0
74310,Hell and Back Again,Sarah Green Film,0
151743,Lost in Thailand,The Virginia Company LLC,208000000
168138,The Last Days,CoMix Wave,0
179144,The Great Beauty,General Film Distributors,8371085
43167,Andy Hardy's Double Life,La Deantir,0
58447,Three Giant Men,CJ Capital Investment,0
211587,Blood Shot,Korea Capital Investment,0
244447,Another Face,Moho Films,0
22924,Armored Car Robbery,TSJ Entertainment,0
205005,Fred & Vinnie,Samsung Venture Capital,0
121831,"Love, Marilyn",Ilshin Capital Investments,0
191619,Beneath,Centurion Investment,0
50277,Two Guys Talkin' About Girls,Best Film,0
83040,Battle for Brooklyn,Davis Entertainment Filmworks,0
4548,The Count of Monte Cristo,A.C.E.,0
76285,Percy Jackson: Sea of Monsters,NHK Enterprises,174578751
77931,The Smurfs 2,TCEP Inc.,347434178
23535,Class of 1999,Ivan Foxwell Productions,2459895
158743,Computer Chess,Ortus Films,0
201676,My Little Pony: Equestria Girls,Dv8,0
30143,Lupin the Third: The Secret of Mamo,Exciting Films,0
205985,Miss You Can Do It,Incessant Barking Productions Inc.,0
42502,The Brute,Boll KG,0
38120,Zombies of Mora Tau,Raw Nerve,0
21683,Batman: Mystery of the Batwoman,Hostel LLC,0
18851,The Cat and the Canary,Kanbar Entertainment,0
259808,Criminal Justice,Blue Yonder Films,0
155751,A Family Affair,Seventh Picture Productions LLC,0
149870,The Wind Rises,Niki Marvin Productions,117932401
81780,A golpes,Kansai Telecasting Corporation,0
65958,The Supper,Beijing New Picture Film Co.,0
215134,Moving the Mountain,Edko Films,0
123553,The Mortal Instruments: City of Bones,Zhang Yimou Studio,90565421
113362,Hitler's Children,Elite Group Entertainment,0
98412,Flight of the Conchords: A Texan Odyssey,Gilla Company,0
128133,Museum Hours,Pariah,0
152748,Ain't Them Bodies Saints,Joyoung Films,1031243
133108,Money Matters,Films Albatros,0
49542,Wartorn: 1861-2010,La Parti Productions,0
35895,A Cry in the Night,The Film,0
122906,About Time,Backup Films,87100449
205022,Chennai Express,Tarantula,62000000
122088,Fill the Void,Cold Day Ltd.,1775316
117924,Somewhere Between,Koktebel Film Company,0
91690,The Snows of Kilimanjaro,Bernard Woolner Productions,0
66608,Blubberella,Kramer & Sigman Films,0
116764,Dealing: Or the Berkeley-to-Boston Forty-Brick Lost-Bag Blues,K&S Films,0
250155,The Marva Collins Story,OK Films,0
83899,You're Next,Chemo,14347000
51166,La Parisienne,Shok Films Argentina,0
107239,Brothers O'Toole,Guacamole Films,0
96252,A Date with Judy,Sedic,0
107231,A Ticklish Affair,USA Network,0
83272,The Woman in the Septic Tank,David Hamilton Productions,0
242920,The Glass House,Echo Lake Productions,0
167919,Confine,Flagship International,0
136466,Sparrows Dance,Noble Nomad Pictures,0
169209,Empire State,Goldkind Filmproduktion,3639345
39005,The Crimson Permanent Assurance,Broth Film,0
140708,So It Goes,Filmituotanto Spede Pasanen,0
129432,Queen of Montreuil,OLC / Rights Entertainment,0
138496,Crawlspace,Tanlay,0
122372,The Ghostmaker,New Zealand Film Production Fund,0
17886,Mutants,3 Dogs and a Pony,0
33028,Too Hot to Handle,Park Road Post,0
168496,Act of Love,WFI Productions Ltd.,0
219956,Act Of Love,"In-Gear Film Production Co., Ltd.",0
180318,The Chicago 8,Central Independent Television,0
25172,Komodo,East Midlands Media Initiative,0
50674,The Lost Future,CCFC,0
84338,Simon Killer,Ed Friendly Productions,0
107355,The Kidnapping Of The President,Big Lou House Productions,0
40833,King Cobra,Three Strange Angels,0
52017,Bloodstone: Subspecies II,Nanny McPhee Productions,0
27712,Killjoy 2: Deliverance from Evil,Kohlmar-Sidney Productions,0
126321,Three Worlds,Matinee Pictures,0
65114,The Cockleshell Heroes,Practical Pictures,0
49802,The Secret of the Third Planet,barbican films,0
62648,Backlash,Sheen/Michaels Entertainment,0
218508,Setouchi Moonlight Serenade,RTL,0
49047,Gravity,Cougar Films Ltd.,716392705
180810,And Now a Word from Our Sponsor,Minotaur Film Partnership No. 3,0
138030,The Coward,Produzioni Associate Delphos,0
212716,What If,Vertigo,7847000
103902,Unfinished Sky,Metro Pictures Corporation,0
115199,The History of Future Folk,T. L. Boulton,0
146233,Prisoners,HPLHS,122126687
158895,This Is Martin Bonner,Monkey Productions S.L.,0
62503,Almost Kings,Universal Animation Studios,0
11111,King Lines,Thunder Road Pictures,0
30995,I Was a Teenage Zombie,Jon Shestack Productions,0
38807,Badman's Territory,Wilco Co.,0
41349,The Milky Way,Breath,0
133701,Tears of Steel,City Lights Pictures,0
63924,Jungleground,Silver Nitrate Films,0
157129,Table No. 21,National Film and Television School (NFTS),0
129734,Paradise: Faith,LHR Productions Inc.,6508
219288,Dragon Day,Winking Productions,0
50775,A Jitney Elopement,True Grit Productions,0
136911,The Factory,Zero Gravity Management,0
100544,Officer Down,Ultravi Productions,0
39243,Off Beat,Equity Pictures Medienfonds GmbH & Co. KG III,0
114726,Out on a Limb,16 Block Productions,1659542
71700,Repeaters,China Star Entertainment,0
81857,Alps,Failure to Launch Productions,0
73590,Synth Britannia,Marvel Animation,0
134394,Barricade,Norman Rosemont Productions,0
23045,Killers from Space,Marble Arch Productions,0
53949,The Monster that Challenged the World,ITC Entertainment Group,0
179109,Bastards,Film & Entertainment VIP Medienfonds 2 GmbH & Co. KG,12247
129670,Nebraska,Berit Films,17654912
138697,Don Jon,Yomiuri Telecasting Corporation (YTV),0
133931,Zambezia,Sara films,0
36130,102 Minutes That Changed America,Saga-Productions,0
41889,Sorceress,The Reuben H. Fleet Space Theater & Science Center,0
23385,New Town Killers,Les Productions de la Géode,0
157820,Mood Indigo,SCOPE Invest,0
216374,I Will Follow You Into the Dark,Noble House Entertainment Pictures,0
175245,Ferocious,Virtual Studios,0
100681,Shanghai,Anarchos Productions,0
128241,The Rise,Fünfte Babelsberg Film,0
33305,Scanners III: The Takeover,Room 9 Entertainment,0
72440,Once Upon a Warrior,One Race Productions,0
25584,Every Other Week,Yari Film Group Releasing,0
86049,Follow Me!,Bob DeBrino Entertainment,0
154413,Orderly or Disorderly,BDE Entertainment,0
30244,Kabul Express,Crossroads Entertainment (II),0
158445,Miracle in Cell No. 7,Three Wolves Productions,0
146238,Runner Runner,Movieworld Productions,62616646
152584,Blue Is the Warmest Color,UK Film & TV Production Company,10165694
97006,Temptation: Confessions of a Marriage Counselor,National Film & Video Foundation of South Africa,0
122089,Something in the Air,Storefront Pictures,85154
51947,Shake Hands with the Devil,SKM,0
222759,"Puerta de Hierro, el exilio de Perón",Front Street Studios,0
167032,Curse of Chucky,Villani Film,0
37087,711 Ocean Drive,Empress Road Productions,0
102420,A Cadaver Christmas,Gannon Films,0
161073,Mariage à Mendoza,Porkkana Ryhmä,0
159008,Inequality for All,Dune Entertainment,0
423078,Narrien Illat,Major Studio Partners,0
45725,Adventures of a Teenage Dragonslayer,International Traders,0
109451,Cloudy with a Chance of Meatballs 2,Wiedemann & Berg Filmproduktion,248384621
218381,Extraction,Creado Film,0
253120,Almost You,Dimension Pictures,0
208968,Kumail Nanjiani: Beta Male,Révillon Frères,0
97397,Television Under The Swastika,Mar Vista Productions,0
210708,It's Me It's Me,Tiara Blu Films,0
115442,The Wall,Filmproduktion Janus,0
51985,An All Dogs Christmas Carol,Eôs Films,0
134472,Another Harvest Moon,Marion's Films,0
90645,Fanatics,Agnes Delahaie Productions,0
75735,Zombie Apocalypse,VIP Medienfonds 4,0
55539,Zombie High,The Complex Studio,0
128917,Voodoo Dawn,Tétra Média,0
85889,Filth,WestPark Productions,9114264
293109,Onnenpeli,Hakalax Productions,0
64078,The Frozen Ghost,Starbucks Entertainment,0
8935,Parking,Natasha Filmes,0
115210,Stitches,Gullane Filmes,95000
107846,Escape Plan,Dezenove Som e Imagens Produções,122915111
64076,Weird Woman,Buriti Filmes,0
172782,Dances with Dragon,Fabrica Cinema,0
139651,Haute Cuisine,NPP Productions Inc.,11384015
195423,Brazilian Western,Parallel Pictures,0
173495,Unhung Hero,Bergman Lustig productions,0
109091,The Counselor,Falcon Media Limited,71009334
34023,Bloodsucking Freaks,Calder Road Film,0
113194,A Trip to Mars,NetFlix,0
18167,Another 9 1/2 Weeks,Just Films,0
158752,Escape from Tomorrow,Phoenix Entertainment Group,0
29941,Back To The Secret Garden,Onyx Films,0
180688,Deep Dark Canyon,Orange Pictures,0
231038,The Enemy Within,Canary Films,0
95006,The Killing of America,Serene 9,0
61820,Buddha Collapsed Out of Shame,Dead Old Man Productions,0
468343,Silja - nuorena nukkunut,J.J. Parker Productions,0
81538,Watermarks,H.K.F. Productions,0
55651,Kimjongilia,Film Finance Group,0
15866,Bait Shop,Paradigm Hyde Films,0
160897,Barrio Tales,Neumann-Filmproduktion,0
58591,Miracle Run,Scope Pictures,0
214671,Spinning Plates,Centre du Cinéma et de l'Audiovisuel de la Communauté Française de Belgique,0
152747,All Is Lost,Wallimage,6108720
36212,Rebirth of Mothra II,Archipel 33,0
36247,Rebirth of Mothra III,Goldfish Pictures,0
127374,Arthur Newman,Reveille Productions,0
103648,Inherit the Wind,Universal Home Entertainment,0
78235,Bad Medicine,Hallelujah-Film GmbH,2685453
40221,The Borrower,Hoot Productions LLC,0
82627,Man On a Mission: Richard Garriott's Road to the Stars,Doty-Dayton Production,0
80274,Ender's Game,Silver Nitrate Pictures,125537191
37342,Maniac,Dead Birds Films,0
88274,Hello! How Are You?,Phenomena,0
190847,The Last Days on Mars,Prairie Home Productions,24084
187569,Four Days in July,Devki Chitra,0
44005,The Great Texas Dynamite Chase,Sentinel Productions,0
152532,Dallas Buyers Club,C.O.R.E. Feature Animation,55198285
97434,Gambit,Hoytyboy Pictures,0
133200,Masquerade,Nigel Productions,0
226632,Marc Maron: Thinky Pain,Panamax Films,0
48011,Such Hawks Such Hounds,Cinefarm,0
58166,Lessons of a Dream,Silent Hill DCP Inc.,0
194101,The Selfish Giant,No Dream Cinema,0
124075,More Than Honey,Baker Street,0
193212,The Man Who Captured Eichmann,Film Finance,0
162215,How I Live Now,Sahamongkol Film International,0
72890,Girl Most Likely,Vivendi,0
170632,Stuck,MI 3 Film,0
42950,What if...,The Fourth Production Company Film Group,0
52045,Libre échange,"HomeGreen Films Co., Ltd",0
85822,Free Radicals: A History of Experimental Film,Edko Films Ltd.,0
80188,Boy Wonder,Relativity Media,0
184802,Because You're Mine,RV Camping Productions Ltd.,0
69056,Breathing Fire,Sidney Kimmel Entertainment,0
155399,The Day the Earth Froze,Kaltenbach Pictures,0
51215,The Breed,Xstream Pictures,0
137093,Last Vegas,Xinghui Production,134402450
110674,Apache Territory,Allan Zeman Productions,0
123362,Painless,Midsummer Films,0
67530,The Lords of Discipline,Class 5 Films,11787127
193645,Seduced and Abandoned,Synthesis Entertainment,0
192393,Dreamworld,Skylark Productions,0
15725,Chasing Ghosts: Beyond the Arcade,Government of Malta,0
261508,The Tiger from Tjampa,X3 Canada Productions,0
70224,The Curse of the Oily Maniac,X3US Productions,0
232018,Parineeta,XM3 Service,0
41498,One Piece Film Strong World,Wild West Picture Show Productions,53000000
92119,Caught Inside,Serenade Films,0
80521,All Mine to Give,Reeleyes Film,0
13293,China O'Brien,Wah Film Productions Ltd.,0
57158,The Hobbit: The Desolation of Smaug,Loma Nasha,958400000
46997,The Magic Voyage of Sinbad,Glass Key,0
58258,The Chameleon,Wildcard Productions,0
129405,World War II: When Lions Roared,Trent Othick Productions,0
169219,The Dyatlov Pass Incident,Insomnia Entertainment,0
28550,"It's the Easter Beagle, Charlie Brown",Rice/Walters Productions,0
51402,WikiRebels: The Documentary,Delfilm,0
61194,Beyond the Time Barrier,Cominici,0
146239,Delivery Man,RM-Tuotanto,51164106
200462,Hansel & Gretel,Vox3 Films,0
231472,The Christmas Party,Forthcoming Productions,0
52608,Z.P.G.,11:11 Mediaworks,0
31035,A Somewhat Gentle Man,Black & White Productions,0
109445,Frozen,Autumn Productions,1274219009
77403,Disco Godfather,Goldwyn Pictures Corporation,0
140750,ThanksKilling 3,Second Mate Productions,0
110919,Circles,Kaplan/Perrone Entertainment,0
201749,Mr. Morgan's Last Love,MMCB Film Produktion 2004,0
2072,Cyberjack,S E Productions Inc.,0
46793,Shadows of a Hot Summer,Cinematografica Emmeci,0
16693,The Tale of Zatôichi Continues,Commission du Film France,0
57210,Angels Sing,Commission du Film Île-de-France,0
18440,Days of Darkness,Plinyminor,0
136850,Breaking the Girls,Papercut Films,0
174311,All Is Bright,Elite Films,0
41831,True Heart,Ciné Qua Non,0
18510,New Tale of Zatôichi,Frontera Productions,0
86817,The Cosmonaut,Columbia Pictures Film Production Asia Limited,0
107916,Carmina or Blow Up,Restraint LLC,0
54236,Cousin Angelica,Reinventing the Wheel,0
59833,Stakeout on Dope Street,Buena Onda Films,0
54283,Zatôichi Goes to the Fire Festival,Moonstar Enterainment,0
45697,A Christmas Carol,Aquarius Films,0
25028,The Dead Next Door,Open Eye Productions,0
264061,Ski Patrol,Bob Productions,0
55547,Route 666,Number 9 Films,0
121636,The Rat Race,Finola Dwyer Productions,0
14569,I-See-You.Com,Hero China International,0
64632,Pianomania,Wide River Investments,0
121573,My Amityville Horror,Banger Productions,0
29600,Mountaintop Motel Massacre,RSVP Productions,0
236661,Kinbaku,Egoli Tossell Film AG,0
107978,Cockpit,MJW Productions,0
99880,Last Winter,Hellhound Productions,0
89995,The Frozen Dead,Krystal Motion Picture Productions,0
85494,Captive Women,Mad Dog,0
54272,Adventures of Zatôichi,Screen West Midlands,0
167502,Is the Man Who Is Tall Happy?,Sundance Channel,0
57830,Outbound,Horse Pictures,0
183258,All Things To All Men,Con Artists Productions,0
241765,The Outsider,First Independent Pictures,0
157351,The Truth About Emanuel,Cold Iron Pictures,0
15216,Midnight Clear,Ambush Entertainment,0
49852,The Nutcracker: The Untold Story,"AV Club, The",16178959
110548,Deadly Surveillance,Screen East,0
29130,The Demoniacs,Novotny & Novotny Filmproduktion GmbH,0
54274,Zatôichi and the Doomed Man,Radio-televizija Federacije Bosne i Hercegovine (RTVFBiH),0
54273,Zatôichi's Revenge,Refresh Production,0
116853,The Bling Ring,Antiteater-Produktion,0
228331,A Perfect Man,Dischord,388
87516,Oldboy,Paramount Vantage,4861022
59993,World War Three,Media Rights Capital,0
29129,The Shiver of the Vampires,Central Films,0
